raw_path,raw_filename,adaptive_threshold,background_median,background_mad,raw_nonblack_ratio,largest_component_frac,nonblack_ratio,mean_nonblack,std_nonblack,entropy,lap_var,top_border,bottom_border,rejected,reason,score,selected,rank,filtered_path
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00000.png,synth_00000.png,10.0,0.0,0.0,0.42864227294921875,0.9996262214548884,0.4226417541503906,71.80061917269141,43.157659689974516,4.105334029982906,24.53937530517578,0.0,0.0,False,,-2.2331859114537975,True,1156.0,/mnt/MammoDiffusion/MammoDiffusion/data/synthetic/08_ldm_v3_sdvae_fromscratch/negative/synth_filtered_1156.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00001.png,synth_00001.png,10.0,0.0,0.0,0.37337493896484375,0.9986513823331086,0.3692054748535156,72.72443043860102,39.70734696174478,3.565656924240016,182.57516479492188,0.0,0.0,False,,-1.2778884129282873,True,55.0,/mnt/MammoDiffusion/MammoDiffusion/data/synthetic/08_ldm_v3_sdvae_fromscratch/negative/synth_filtered_0055.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00002.png,synth_00002.png,10.0,0.0,0.0,0.3807640075683594,0.9979462004708711,0.375640869140625,70.83832967747176,32.500642770421464,3.596283278195871,149.20372009277344,0.0,0.0,False,,-1.887531009275011,True,589.0,/mnt/MammoDiffusion/MammoDiffusion/data/synthetic/08_ldm_v3_sdvae_fromscratch/negative/synth_filtered_0589.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00003.png,synth_00003.png,10.0,0.0,0.0,0.31348419189453125,0.9989534912020249,0.308013916015625,64.06794312890122,35.09898305807482,3.2233768566526404,18.173629760742188,0.0,0.0,False,,-2.568386301581026,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00004.png,synth_00004.png,10.0,0.0,0.0,0.33129119873046875,0.998595214517652,0.32688140869140625,70.90026840938266,35.492146257367004,3.2316906172518767,174.92259216308594,0.0,0.0,False,,-2.0829761512287277,True,911.0,/mnt/MammoDiffusion/MammoDiffusion/data/synthetic/08_ldm_v3_sdvae_fromscratch/negative/synth_filtered_0911.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00005.png,synth_00005.png,10.0,0.0,0.0,0.3540077209472656,0.6317712093619681,0.22298049926757812,47.336766290866166,25.294557045172372,3.3208291340549225,120.126220703125,0.0,0.0,True,fragmented_mask,,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00006.png,synth_00006.png,10.0,0.0,0.0,0.3298759460449219,0.999953743856606,0.32464599609375,65.05073792066177,28.02380085875391,3.189997987952751,14.733161926269531,0.0,0.0,False,,-3.231838140946896,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00007.png,synth_00007.png,10.0,0.0,0.0,0.4426155090332031,0.9974575321686819,0.4358253479003906,74.61818484188045,34.41007543057029,4.223965527898649,79.36286163330078,0.0,0.0,False,,-2.5207582211578448,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00008.png,synth_00008.png,10.0,0.0,0.0,0.4662208557128906,1.0,0.46150970458984375,72.79922633118976,38.681501960279384,4.262739639380048,36.58666229248047,0.0,0.0,False,,-2.552969739780978,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00009.png,synth_00009.png,10.0,0.0,0.0,0.3735160827636719,0.9988255119236072,0.3697967529296875,79.17248813699196,40.34811241722446,3.5192285535205157,182.99679565429688,0.0,0.0,False,,-1.2081231843966975,True,32.0,/mnt/MammoDiffusion/MammoDiffusion/data/synthetic/08_ldm_v3_sdvae_fromscratch/negative/synth_filtered_0032.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00010.png,synth_00010.png,10.0,0.0,0.0,0.3568687438964844,1.0,0.3520393371582031,84.32770222679743,36.29619376528445,3.3824768839353077,53.85890197753906,0.0,0.0,False,,-2.065594693169535,True,885.0,/mnt/MammoDiffusion/MammoDiffusion/data/synthetic/08_ldm_v3_sdvae_fromscratch/negative/synth_filtered_0885.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00011.png,synth_00011.png,10.0,0.0,0.0,0.3246574401855469,1.0,0.3202476501464844,58.76741194268085,27.24022366024638,3.053142375331866,23.409317016601562,0.0,0.0,False,,-3.5360392627158017,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00012.png,synth_00012.png,10.0,0.0,0.0,0.5929107666015625,1.0,0.5880889892578125,68.70558625878934,31.35393219013309,4.917496430879446,81.71629333496094,0.0,0.0,False,,-4.368249352892364,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00013.png,synth_00013.png,10.0,0.0,0.0,0.2531166076660156,1.0,0.24818801879882812,54.4200365810547,22.341398557164283,2.4712938524193793,13.139984130859375,0.0,0.0,False,,-4.868815392792548,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00014.png,synth_00014.png,10.0,0.0,0.0,0.25804901123046875,0.9960529816988439,0.2529449462890625,61.33647523677384,30.57553636053793,2.585932354123027,166.81057739257812,0.0,0.0,False,,-4.536956545751279,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00015.png,synth_00015.png,10.0,0.0,0.0,0.44140625,1.0,0.4369544982910156,72.15749268846305,34.69484625984377,3.9983053920855482,54.93287658691406,0.0,0.0,False,,-2.3647101602787197,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00016.png,synth_00016.png,10.0,0.0,0.0,0.4812774658203125,0.9987555879648711,0.4765281677246094,69.75641815896701,36.89548457045202,4.3494150703749455,216.46180725097656,0.0,0.0,False,,-2.178960887647094,True,1060.0,/mnt/MammoDiffusion/MammoDiffusion/data/synthetic/08_ldm_v3_sdvae_fromscratch/negative/synth_filtered_1060.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00017.png,synth_00017.png,10.0,0.0,0.0,0.2540016174316406,1.0,0.24947738647460938,127.963302191165,32.74461324024359,2.6011288934882657,28.438674926757812,0.0,0.0,False,,-4.315941607851414,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/synthetic_raw_negative/synth_00018.png,synth_00018.png,10.0,0.0,0.0,0.3728294372558594,1.0,0.36872100830078125,81.47902915433798,45.413012674897374,3.6001375220439087,61.75719451904297,0.0,0.0,False,,-1.9854770395655956,True,747.0,/mnt/MammoDiffusion/MammoDiffusion/data/synthetic/08_ldm_v3_sdvae_fromscratch/negative/synth_filtered_0747.png
