class,source_path,source_name,adaptive_threshold,background_median,background_mad,raw_nonblack_ratio,largest_component_frac,nonblack_ratio,mean_nonblack,std_nonblack,entropy,lap_var,top_border,bottom_border,rejected,reject_reason,selection_score,selected,selection_rank
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0000.png,eval_neg_0000.png,17.8956,4.0,1.0,0.6243629455566406,0.9982098452402045,0.6191062927246094,159.62690779136756,27.33204163007863,5.96626637500984,368.9397277832031,0.0,0.0,False,,-6.001625931009901,True,496.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0001.png,eval_neg_0001.png,120.8956,107.0,1.0,0.4003143310546875,0.9618639222412807,0.39794921875,152.39510161042944,30.552001094326748,5.7762375865980715,161.41268920898438,0.0,0.0,False,,-18.113926757304284,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0002.png,eval_neg_0002.png,109.0,104.0,0.0,0.5282859802246094,1.0,0.5227241516113281,154.96319027359172,23.20912969815957,4.844390528509792,27.139442443847656,0.0,0.0,False,,-5.247185765371629,True,234.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0003.png,eval_neg_0003.png,151.478,102.0,5.0,0.1162872314453125,0.8818396535887679,0.1099700927734375,181.89749549049534,24.307432179558035,6.123362225138146,62.048004150390625,0.0,0.0,True,too_empty,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0004.png,eval_neg_0004.png,98.8956,85.0,1.0,0.6125717163085938,0.9934239204892205,0.6301040649414062,144.69157514923296,35.148475751605154,6.633933398714656,381.7421875,0.0,0.0,False,,-7.7570558804223495,True,1331.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0005.png,eval_neg_0005.png,173.0,146.0,10.0,0.049835205078125,0.5542712798530313,0.02591705322265625,182.45363556078894,7.4361366468774985,6.080586903710923,523.5736083984375,0.0,0.0,True,too_empty,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0006.png,eval_neg_0006.png,220.0,255.0,0.0,0.25466156005859375,0.8916384553162168,0.218780517578125,254.73978239642906,3.5348545301194014,6.408626575305226,608.3635864257812,0.0,0.0,True,low_contrast,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0007.png,eval_neg_0007.png,56.8956,43.0,1.0,0.8130912780761719,0.9950738222916579,0.8066635131835938,118.67947432635651,39.95266870420515,6.886544302902095,368.56756591796875,0.0,0.0,False,,-7.918944171917683,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0008.png,eval_neg_0008.png,220.0,220.0,1.0,0.522369384765625,0.9769965531343109,0.5068588256835938,221.35941898095882,8.278849627142177,5.102798282798947,318.16058349609375,0.0,0.0,False,,-14.739648210874556,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0009.png,eval_neg_0009.png,131.8956,118.0,1.0,0.3096733093261719,0.9323223986498972,0.27655792236328125,169.8916935639604,28.93812528971969,5.183590744250262,140.7275848388672,0.0,0.0,False,,-29.900592021617545,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0010.png,eval_neg_0010.png,86.1648,10.0,8.0,0.7684669494628906,0.9743260080715218,0.7478713989257812,133.9799387911247,32.751823909391916,7.201298179023929,644.5892333984375,0.0,0.0,False,,-15.870835722913043,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0011.png,eval_neg_0011.png,60.0,55.0,0.0,0.7066993713378906,0.9976465126823818,0.6989364624023438,160.72218947506303,20.601688720654572,5.572578138099489,181.11293029785156,0.0,0.0,False,,-7.051850985761884,True,996.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0012.png,eval_neg_0012.png,220.0,212.0,35.0,0.4064521789550781,0.964748613314062,0.386016845703125,248.70764487311249,11.4703844143686,6.091651907382145,460.805908203125,0.0,0.0,False,,-19.52792448656701,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0013.png,eval_neg_0013.png,61.8956,48.0,1.0,0.7687339782714844,1.0,0.7629966735839844,161.31352148588857,18.74395960580579,5.683630968467782,27.864349365234375,0.0,0.0,False,,-7.930943878918118,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0014.png,eval_neg_0014.png,154.8956,141.0,1.0,0.3872642517089844,0.9965129680158394,0.3828239440917969,181.99478850082207,20.691961830244495,4.652635093987115,21.72357177734375,0.0,0.0,False,,-5.191193178210003,True,220.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0015.png,eval_neg_0015.png,63.6868,32.0,3.0,0.8200149536132812,0.9974972320689238,0.853546142578125,114.1082537809718,42.08653619415263,7.288113623386666,456.2356872558594,0.0,0.0,False,,-7.573974724742604,True,1265.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0016.png,eval_neg_0016.png,117.8956,104.0,1.0,0.19633865356445312,0.6660125512444384,0.12323379516601562,180.49456740442656,43.009527420047526,5.5369685955208725,304.4571228027344,0.0,0.0,True,fragmented_mask,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0017.png,eval_neg_0017.png,32.8956,19.0,1.0,0.5720710754394531,0.9992598272930351,0.567169189453125,114.95507801990853,49.05458222944904,6.270110457149162,357.6270446777344,0.0,0.0,False,,-5.000397261123295,True,174.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0018.png,eval_neg_0018.png,220.0,231.0,16.0,0.3690185546875,0.9579474032418128,0.3489952087402344,246.68756216730245,14.468611100288905,6.230638930999081,595.3964233398438,0.0,0.0,False,,-22.099387930791025,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0019.png,eval_neg_0019.png,220.0,236.0,18.0,0.2624320983886719,0.9545025074496694,0.24116134643554688,254.30495578860786,1.2642816267062609,6.1396259901543395,349.3232727050781,0.0,0.0,True,low_contrast,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0020.png,eval_neg_0020.png,101.8956,88.0,1.0,0.3885154724121094,0.9779276758274666,0.448455810546875,133.7347737325621,34.374941646148166,5.490650148044434,89.42411804199219,0.0,0.0,False,,-11.679746643405775,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0021.png,eval_neg_0021.png,148.8956,135.0,1.0,0.24596023559570312,0.9682367355801293,0.24145126342773438,179.6292914132238,25.11497463828618,4.944853463236179,18.899009704589844,0.0,0.0,False,,-16.846626880798294,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0022.png,eval_neg_0022.png,220.0,160.0,94.0,0.14919662475585938,0.8270307586101097,0.11811447143554688,254.38587992119628,3.2339552831317024,6.964879836001854,451.724365234375,0.0,0.0,True,low_contrast,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0023.png,eval_neg_0023.png,170.7472,59.0,12.0,0.08822250366210938,0.8448999005491417,0.07374954223632812,198.03475921998654,17.87512018061069,6.868481423310582,168.81703186035156,0.0,0.0,True,too_empty,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0024.png,eval_neg_0024.png,220.0,237.0,18.0,0.19159317016601562,0.8245893479342957,0.15334701538085938,254.34995895420283,7.870220207490244,6.941938479640384,387.5735168457031,0.0,0.0,False,,-75.39029887939493,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0025.png,eval_neg_0025.png,220.0,255.0,0.0,0.18209457397460938,0.5353095213155965,0.09174346923828125,254.7538045738046,2.9107105738923416,6.497504688186334,539.5602416992188,0.0,0.0,True,too_empty,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0026.png,eval_neg_0026.png,121.8956,108.0,1.0,0.627105712890625,0.9948172660470096,0.6206016540527344,151.60302912955552,20.41785713232236,5.588616782976283,33.92433166503906,0.0,0.0,False,,-7.6550699650730545,True,1296.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0027.png,eval_neg_0027.png,195.0,101.0,22.0,0.047344207763671875,0.7917170252195633,0.041103363037109375,203.33410672853827,11.38174227210851,5.79941035951109,433.82916259765625,0.0,0.0,True,too_empty,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0028.png,eval_neg_0028.png,183.8956,170.0,1.0,0.060699462890625,0.9191176470588235,0.05503082275390625,197.86059891861916,9.574840612010941,5.689382744683839,258.70263671875,0.0,0.0,True,too_empty,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0029.png,eval_neg_0029.png,124.8956,111.0,1.0,0.5799484252929688,0.9959547457738605,0.5831565856933594,154.02518463279497,22.745228415467714,5.589586885043147,54.69713592529297,0.0,0.0,False,,-6.8612248941022695,True,900.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0030.png,eval_neg_0030.png,41.8956,28.0,1.0,0.6591835021972656,0.9978588086874497,0.6516532897949219,165.31168960410238,19.442865077245425,5.584431407042567,201.9185333251953,0.0,0.0,False,,-6.777467947749413,True,869.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0031.png,eval_neg_0031.png,220.0,225.0,16.0,0.3840217590332031,0.96976229027804,0.3656272888183594,241.2744791177606,11.07782643290991,6.124638348955159,346.6513366699219,0.0,0.0,False,,-17.831798096707402,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0032.png,eval_neg_0032.png,220.0,140.0,59.0,0.11071014404296875,0.6908207566673558,0.0735015869140625,254.94093834336724,0.9791470105750393,6.28407417348124,193.54994201660156,0.0,0.0,True,too_empty,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0033.png,eval_neg_0033.png,114.8956,101.0,1.0,0.6918830871582031,0.9951260661730247,0.6865615844726562,144.25990398826522,20.640722201273586,6.252719096209384,64.94825744628906,0.0,0.0,False,,-8.363240465986605,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0034.png,eval_neg_0034.png,220.0,234.0,2.0,0.5101051330566406,0.9952213937975337,0.4981346130371094,235.90929140852944,8.452310621843896,5.604460997292934,298.9176330566406,0.0,0.0,False,,-8.462108005031991,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0035.png,eval_neg_0035.png,89.0,84.0,0.0,0.472900390625,1.0,0.4673919677734375,151.64557964153963,29.089850818657364,4.735914110444675,37.10966491699219,0.0,0.0,False,,-4.39378719836648,True,80.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0036.png,eval_neg_0036.png,85.8956,72.0,1.0,0.8454399108886719,0.9979063922716997,0.8380928039550781,132.0099771962804,25.716305520083132,6.234789926085709,59.03101348876953,0.0,0.0,False,,-7.835683378694651,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0037.png,eval_neg_0037.png,202.0,195.0,1.0,0.0491943359375,0.8284739454094293,0.039581298828125,218.83105242868157,11.039176551657034,6.711000370255177,261.805419921875,0.0,0.0,True,too_empty,,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0038.png,eval_neg_0038.png,117.8956,104.0,1.0,0.41896820068359375,0.9988709824273878,0.41342926025390625,162.8931240657698,24.70455199245152,4.688876242463852,26.47486114501953,0.0,0.0,False,,-4.008973373130087,True,36.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0039.png,eval_neg_0039.png,132.8956,119.0,1.0,0.7158317565917969,0.9673223164278368,0.6979103088378906,155.1074155657464,21.640269993886044,6.157872258216781,84.55033111572266,0.0,0.0,False,,-19.020437350518534,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0040.png,eval_neg_0040.png,22.8956,9.0,1.0,0.4874420166015625,0.9991547973078729,0.48284912109375,111.6190194033624,51.735868045741185,5.893801176719505,425.7742614746094,0.0,0.0,False,,-4.067753160231176,True,44.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0041.png,eval_neg_0041.png,10.0,0.0,0.0,0.8353996276855469,0.9996529601132446,0.8301429748535156,88.86290593106237,51.270651702625855,6.745953578864098,445.4649658203125,0.0,0.0,False,,-6.872001341227026,True,905.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0042.png,eval_neg_0042.png,82.7912,60.0,2.0,0.576812744140625,0.9315049468282102,0.5927925109863281,123.38457627882134,44.60784053431332,7.067098014121989,509.7417907714844,0.0,0.0,False,,-30.89433257269077,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0043.png,eval_neg_0043.png,132.8956,119.0,1.0,0.2514610290527344,0.9527146953078779,0.24603652954101562,174.71479293610557,32.15757977748463,5.090588727891477,95.98721313476562,0.0,0.0,False,,-22.261156653977242,False,
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0044.png,eval_neg_0044.png,82.0,77.0,0.0,0.5832443237304688,0.9976912109042866,0.5758285522460938,158.7237495859556,21.42953331341355,5.093913437700818,212.6536102294922,0.0,0.0,False,,-5.676862364455258,True,364.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0045.png,eval_neg_0045.png,49.0,44.0,0.0,0.4886741638183594,0.9986885553031545,0.4998931884765625,102.88145966240347,52.3258191618043,5.3991797690757455,412.46270751953125,0.0,0.0,False,,-3.5465083361199476,True,10.0
negative,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/03_sd21_vae_finetuned/generated_images/final/negative/eval_neg_0046.png,eval_neg_0046.png,97.0,92.0,0.0,0.5034294128417969,0.9999242257768752,0.4976310729980469,154.76604242205886,23.898152444265964,4.823506063665953,24.20594024658203,0.0,0.0,False,,-4.9946797582650895,True,171.0
