epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5661278367042542,0.5941372513771057,9.999999747378752e-06,0.18469984829425812,0.568493127822876,0.5488611459732056,0.33638444542884827,0.5883637070655823,0.18789449334144592,0.18550725281238556,0.8767123222351074
1,0.5753122568130493,0.6012675166130066,9.999999747378752e-06,0.16371172666549683,0.5697753429412842,0.6149889826774597,0.19679634273052216,0.5739312171936035,0.21291320025920868,0.16904762387275696,0.9726027250289917
2,0.587803065776825,0.6173322796821594,9.999999747378752e-06,0.1546398103237152,0.5760661959648132,0.6649522185325623,0.485125869512558,0.5718048810958862,0.12114868313074112,0.20078739523887634,0.698630154132843
3,0.6076414585113525,0.6456689238548279,9.999999747378752e-06,0.14266645908355713,0.5864306688308716,0.7303453087806702,0.3478260934352875,0.5761139392852783,0.14580142498016357,0.18263472616672516,0.835616409778595
4,0.6164584755897522,0.6504736542701721,4.999999873689376e-06,0.14401817321777344,0.5935103297233582,0.7391623854637146,0.32494279742240906,0.5904335379600525,0.14840389788150787,0.18644067645072937,0.9041095972061157
5,0.645481288433075,0.690204381942749,4.999999873689376e-06,0.12899667024612427,0.6144508719444275,0.7810433506965637,0.6224256157875061,0.570299506187439,0.11256656050682068,0.20512820780277252,0.4383561611175537
6,0.6480529308319092,0.7078120112419128,4.999999873689376e-06,0.12778164446353912,0.6128851771354675,0.8038207292556763,0.46681922674179077,0.5548509955406189,0.14018751680850983,0.1875,0.6575342416763306
7,0.6550330519676208,0.7201535701751709,4.999999873689376e-06,0.12107136100530624,0.6174833178520203,0.8148420453071594,0.3958809971809387,0.5257225632667542,0.1556936800479889,0.1827242523431778,0.7534246444702148
8,0.6741366386413574,0.743459165096283,2.499999936844688e-06,0.12168104946613312,0.6366782188415527,0.8111682534217834,0.32265445590019226,0.551746129989624,0.1955987960100174,0.1768115907907486,0.835616409778595
9,0.6965466737747192,0.7702794671058655,2.499999936844688e-06,0.11408127844333649,0.6512153744697571,0.8464364409446716,0.4736842215061188,0.5480769276618958,0.15418174862861633,0.18972331285476685,0.6575342416763306
