source_path,source_name,adaptive_threshold,background_median,background_mad,raw_nonblack_ratio,nonblack_ratio,mean_nonblack,std_nonblack,entropy,lap_var,largest_component_frac,cleaned_largest_component_frac,top_border,bottom_border,left_border,right_border,rejected,reject_reason,selection_score,selected,selection_rank
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0000.png,eval_pos_0000.png,171.2692,104.0,7.0,0.08946990966796875,0.07259368896484375,201.1383604834472,15.410465042783237,6.624870425142609,518.537109375,0.8042125010659162,0.8483794748339352,0.0,0.0,0.0,0.0,True,too_empty_low_nonblack_ratio,,False,
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0001.png,eval_pos_0001.png,24.7912,2.0,2.0,0.6895561218261719,0.7039031982421875,92.05251891352886,54.54551084209524,7.028609121848927,2092.324951171875,0.9979475888317852,0.9993176279447603,0.0,0.0,0.0,0.0,False,,-8.27079288270598,True,944
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0002.png,eval_pos_0002.png,138.8956,125.0,1.0,0.10310745239257812,0.06881332397460938,184.47657852430845,21.445746758221503,4.9144186742281635,237.78854370117188,0.6904066003181768,0.7219643000080045,0.0,0.0,0.0,0.0,True,too_empty_low_nonblack_ratio,,False,
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0003.png,eval_pos_0003.png,54.6868,23.0,3.0,0.5045814514160156,0.49901580810546875,160.59366734447383,27.011986060013935,6.371162363023517,602.7967529296875,0.9987298995259803,0.9998165670523854,0.0,0.0,0.0,0.0,False,,-6.858287494117242,True,257
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0004.png,eval_pos_0004.png,107.8956,94.0,1.0,0.4573020935058594,0.4515838623046875,169.15112350059132,22.657717840452896,5.446676198318136,173.20213317871094,1.0,1.0,0.0,0.0,0.0,0.0,False,,-7.430800244226372,True,497
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0005.png,eval_pos_0005.png,42.7912,20.0,2.0,0.49713897705078125,0.492462158203125,162.13863326516702,28.46371963580609,6.29853893894729,460.9840393066406,0.9988950445818818,0.9995354455077581,0.0,0.0,0.0,0.0,False,,-6.953600162314579,True,286
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0006.png,eval_pos_0006.png,96.8956,83.0,1.0,0.6865081787109375,0.6812095642089844,146.9935545289094,29.658158013071834,6.492305699421573,503.80072021484375,0.9968049165388634,0.9988309915876141,0.0,0.0,0.0,0.0,False,,-8.567130190781501,True,1098
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0007.png,eval_pos_0007.png,185.6868,154.0,3.0,0.062145233154296875,0.051326751708984375,202.20066889632108,9.132405595290235,6.9915973793139266,369.4140930175781,0.8310723712479283,0.8933076616651175,0.0,0.0,0.0,0.0,True,too_empty_low_nonblack_ratio,,False,
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0008.png,eval_pos_0008.png,103.7912,81.0,2.0,0.4158210754394531,0.4099082946777344,166.4853380484854,23.38104598075958,5.5514706475865,137.88612365722656,1.0,1.0,0.0,0.0,0.0,0.0,False,,-7.1640099200753316,True,374
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0009.png,eval_pos_0009.png,26.7912,4.0,2.0,0.7447052001953125,0.7374420166015625,155.99243208011754,19.160243220697904,6.103971877106964,305.811767578125,0.9984888843356213,0.9990336067141078,0.0,0.0,0.0,0.0,False,,-8.888750218994943,True,1237
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0010.png,eval_pos_0010.png,81.7912,59.0,2.0,0.4152641296386719,0.3640899658203125,133.88607979548217,47.563429131228865,6.878031875223904,890.2578125,0.8290449113072874,0.8918416355974172,0.0,0.0,0.0,0.0,False,,-99.43536922448648,False,
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0011.png,eval_pos_0011.png,93.7912,71.0,2.0,0.4972648620605469,0.4913825988769531,166.3946651347302,26.74102391097763,6.223313620395244,282.1339111328125,0.9988109393579072,1.0,0.0,0.0,0.0,0.0,False,,-7.297466845762657,True,442
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0012.png,eval_pos_0012.png,80.6868,49.0,3.0,0.3640327453613281,0.43198394775390625,122.80904611363275,48.12063332567678,6.6264759333021965,1254.4366455078125,0.9612696350166092,0.9833790683941783,0.0,0.0,0.0,0.0,False,,-25.859949022961736,False,
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0013.png,eval_pos_0013.png,70.6868,39.0,3.0,0.8188323974609375,0.8136100769042969,142.62393158385805,29.906000821503316,6.965738370596983,484.8316345214844,0.9998089931610235,1.0,0.0,0.0,0.0,0.0,False,,-9.556510654580963,False,
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0014.png,eval_pos_0014.png,10.0,0.0,0.0,0.8954353332519531,0.8872604370117188,134.85809364117117,29.565532051572916,6.587035742568412,784.5919189453125,0.9991777892328731,0.9996690549153942,0.0,0.0,0.0,0.0,False,,-8.747089836423987,True,1181
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0015.png,eval_pos_0015.png,74.7912,52.0,2.0,0.5701675415039062,0.5646476745605469,160.17552476371276,26.578036202818684,6.134518065255462,347.4124755859375,0.9989295224331955,0.9998513925196398,0.0,0.0,0.0,0.0,False,,-7.510936778689549,True,534
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0016.png,eval_pos_0016.png,76.7912,54.0,2.0,0.5356216430664062,0.5247840881347656,163.78592560824023,24.326230017216922,6.118873875869516,145.2852783203125,0.9979346200413076,0.9909811916064573,0.0,0.0,0.0,0.0,False,,-7.848284720396276,True,737
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0017.png,eval_pos_0017.png,27.7912,5.0,2.0,0.7353935241699219,0.7306327819824219,159.04946457753576,24.476657933940764,6.438576874486671,673.9527587890625,0.9987706129817044,0.9995198906185583,0.0,0.0,0.0,0.0,False,,-8.553316255671346,True,1094
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0018.png,eval_pos_0018.png,111.7912,89.0,2.0,0.421142578125,0.4144744873046875,162.99215845083384,27.947367403053494,5.806413039597076,291.2689208984375,0.9952626811594203,0.9957567703798744,0.0,0.0,0.0,0.0,False,,-7.820401187605053,True,723
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0019.png,eval_pos_0019.png,72.7912,50.0,2.0,0.4506492614746094,0.4436836242675781,173.36844096329605,24.842905163709457,6.004332839408102,319.207763671875,0.9975282515765861,0.9979579053943902,0.0,0.0,0.0,0.0,False,,-7.45627082814452,True,510
/mnt/MammoDiffusion/MammoDiffusion/experiments/20260611_sd21_rsna_mlo_512_inference_100_steps/generated_images/final/positive/eval_pos_0020.png,eval_pos_0020.png,25.8956,12.0,1.0,0.8426475524902344,0.8339004516601562,152.98574578457652,24.132100125844172,6.238429446199369,268.9614562988281,0.9985060775481563,0.9988850607276349,0.0,0.0,0.0,0.0,False,,-9.26456767395006,True,1346
