epoch,loss,auc,val_loss,val_auc
1,0.623982692885977,0.7154494280418998,1.2451757221254658,0.5197952732199307
2,0.5707114789960667,0.7718786322673014,1.027713051376954,0.499134427216619
3,0.54307940057058,0.7954690358744516,1.4884750387488568,0.5001881679963872
4,0.5196207033403212,0.8170511482620992,1.4874191093226592,0.4864519042601234
5,0.4937250177094728,0.8378088894959352,1.1539252033495522,0.5127577901550504
6,0.47299526494973554,0.8528338230792611,1.9222822035204628,0.5002258015956645
7,0.4606747344344263,0.8613598830872187,1.3484502425182876,0.45638265843745296
8,0.43794822675353196,0.8752451653898,1.769362315569644,0.4785864820111395
1,0.623982692885977,0.7154494280418998,1.2451757221254658,0.5197952732199307
2,0.5707114789960667,0.7718786322673014,1.027713051376954,0.499134427216619
3,0.54307940057058,0.7954690358744516,1.4884750387488568,0.5001881679963872
4,0.5196207033403212,0.8170511482620992,1.4874191093226592,0.4864519042601234
5,0.4937250177094728,0.8378088894959352,1.1539252033495522,0.5127577901550504
6,0.47299526494973554,0.8528338230792611,1.9222822035204628,0.5002258015956645
7,0.4606747344344263,0.8613598830872187,1.3484502425182876,0.45638265843745296
8,0.43794822675353196,0.8752451653898,1.769362315569644,0.4785864820111395
