raw_path,raw_filename,adaptive_threshold,background_median,background_mad,raw_nonblack_ratio,largest_component_frac,nonblack_ratio,mean_nonblack,std_nonblack,entropy,lap_var,top_border,bottom_border,rejected,reason,score,selected,rank,filtered_path
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00000.png,synth_00000.png,10.0,0.0,0.0,0.43438720703125,0.9949943796543488,0.4641571044921875,75.34483382096715,77.95285214087107,4.470823109453683,454.54986572265625,0.0,0.0,False,,-6.396918484623459,True,780.0,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_filtered_positive/synth_filtered_0780.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00001.png,synth_00001.png,94.0604,9.0,9.0,0.727081298828125,0.9631846799580273,0.7507362365722656,150.5820397254079,42.83704912535963,7.5831023754533255,194.4574737548828,0.0,0.0,False,,-28.691690691288656,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00002.png,synth_00002.png,15.8956,2.0,1.0,0.8858566284179688,0.999392822385476,0.8796577453613281,100.59018547509291,53.263782070767924,7.3603073806918795,219.42190551757812,0.0,0.0,False,,-9.379099400889041,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00003.png,synth_00003.png,10.0,3.0,0.0,0.3662223815917969,0.9991875253898316,0.3607940673828125,219.0787692958342,19.00696446930294,3.649535729225522,51.05560302734375,0.0,0.0,False,,-7.480682144118377,True,1233.0,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_filtered_positive/synth_filtered_1233.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00004.png,synth_00004.png,10.0,2.0,0.0,0.49634552001953125,0.999976943295879,0.4904594421386719,200.67625669863344,21.07733185527159,4.165694054714276,100.3134765625,0.0,0.0,False,,-7.5825482948243765,True,1284.0,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_filtered_positive/synth_filtered_1284.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00005.png,synth_00005.png,47.6868,16.0,3.0,0.07243728637695312,0.9251672020643531,0.0698699951171875,66.66046079930116,15.271348901658904,4.80537061513434,9.707099914550781,0.0,0.0,True,too_empty,,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00006.png,synth_00006.png,24.7912,2.0,2.0,0.8625450134277344,0.9999867321802124,0.8563079833984375,122.56953081843939,56.07919482840552,7.314237709213858,163.78872680664062,0.0,0.0,False,,-10.444881713814176,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00007.png,synth_00007.png,45.5824,5.0,4.0,0.5230445861816406,0.8140293042964563,0.5123519897460938,79.37212419030601,41.30371006507905,6.931411689601824,242.03857421875,0.0,0.0,False,,-107.1754764925886,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00008.png,synth_00008.png,10.0,0.0,0.0,0.7247428894042969,0.9999894729639396,0.719329833984375,176.3402273980739,28.82050755442656,5.871190618090067,68.3197021484375,0.0,0.0,False,,-9.562329633140187,False,,
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00009.png,synth_00009.png,10.0,0.0,0.0,0.4543495178222656,0.997414046429621,0.47295379638671875,66.94083818618832,61.47997085405969,4.532892394532584,437.9297790527344,0.0,0.0,False,,-4.287992770856753,True,133.0,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_filtered_positive/synth_filtered_0133.png
/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/06_ldm_extra1361_fromscratch/synthetic_raw_positive/synth_00010.png,synth_00010.png,49.5824,9.0,4.0,0.3229866027832031,0.5265091119536076,0.17256546020507812,154.21027035391384,80.41799743789642,6.828808543423372,1022.764892578125,0.0,0.0,True,fragmented_mask,,False,,
