class,source_path,source_name,adaptive_threshold,background_median,background_mad,raw_nonblack_ratio,largest_component_frac,nonblack_ratio,mean_nonblack,std_nonblack,entropy,lap_var,top_border,bottom_border,rejected,reject_reason,selection_score,selected,selection_rank
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0000.png,eval_pos_0000.png,129.0,115.0,2.0,0.049900054931640625,0.9941900466325204,0.0455322265625,183.69261058981232,27.69942797257512,4.24966000626168,332.93585205078125,0.0,0.0,True,too_empty,,False,
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0001.png,eval_pos_0001.png,130.0,117.0,3.0,0.04235076904296875,0.43334534318140877,0.01563262939453125,179.44973157637872,22.440432209112092,4.702443478272363,725.2488403320312,0.0,0.0,True,too_empty,,False,
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0002.png,eval_pos_0002.png,91.7912,69.0,2.0,0.14974212646484375,0.9488969277016355,0.1452484130859375,155.6554785166509,46.620562530905985,5.323399390249982,970.7776489257812,0.0,0.0,False,,-33.530859042519786,True,1185.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0003.png,eval_pos_0003.png,111.8956,98.0,1.0,0.12720108032226562,0.817213975108712,0.062458038330078125,154.93318267880048,35.867680391436316,4.707617753803111,303.0936584472656,0.0,0.0,True,too_empty,,False,
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0004.png,eval_pos_0004.png,50.8956,37.0,1.0,0.49283599853515625,0.9954177438580739,0.5089454650878906,129.5887705464821,57.77361939333879,6.326730912129747,1425.9190673828125,0.0,0.0,False,,-8.223273930621978,True,137.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0005.png,eval_pos_0005.png,20.8956,7.0,1.0,0.5983772277832031,0.9949126934037141,0.6004562377929688,108.80933382463185,59.35015177018443,6.844963180667692,1661.982666015625,0.0,0.0,False,,-9.398567380480044,True,281.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0006.png,eval_pos_0006.png,142.8956,129.0,1.0,0.060207366943359375,0.6944814040423241,0.04058837890625,167.79483082706767,15.866522411354893,6.014075057044602,329.4145202636719,0.0,0.0,True,too_empty,,False,
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0007.png,eval_pos_0007.png,81.7912,59.0,2.0,0.21462631225585938,0.9100652293692124,0.19446182250976562,144.5197245816741,58.18429558666729,6.061955337198354,1457.8248291015625,0.0,0.0,False,,-56.56363081792478,False,
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0008.png,eval_pos_0008.png,80.7912,58.0,2.0,0.3120841979980469,0.9782914278031072,0.3433685302734375,142.14792472114829,54.19229790708357,6.160805946259016,1304.71435546875,0.0,0.0,False,,-17.23240175594774,True,698.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0009.png,eval_pos_0009.png,92.6868,61.0,3.0,0.21390151977539062,0.8798530487043675,0.24404144287109375,142.11668802951198,59.44689386687008,6.038765274522545,1284.1767578125,0.0,0.0,False,,-72.78319435403552,False,
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0010.png,eval_pos_0010.png,68.7912,46.0,2.0,0.467559814453125,0.9931221852359506,0.5044898986816406,125.22751778841427,53.04536810805477,6.569892740582334,902.5836791992188,0.0,0.0,False,,-8.59569270664795,True,188.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0011.png,eval_pos_0011.png,92.7912,70.0,2.0,0.434539794921875,0.951234286115598,0.5018310546875,131.01068778885917,44.01626820893536,6.572512674834852,739.140380859375,0.0,0.0,False,,-31.467273579742617,True,1122.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0012.png,eval_pos_0012.png,67.7912,45.0,2.0,0.4066047668457031,0.9560273574196212,0.4269294738769531,123.83369818704934,54.63339309702092,6.583350835680503,1485.751953125,0.0,0.0,False,,-29.47015788929119,True,1075.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0013.png,eval_pos_0013.png,69.6868,38.0,3.0,0.2975502014160156,0.9516160049230138,0.3448295593261719,125.05534598152553,60.19828567444502,6.560605534886639,1656.32958984375,0.0,0.0,False,,-32.76254889655477,True,1159.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0014.png,eval_pos_0014.png,112.8956,99.0,1.0,0.3127098083496094,0.9544129307715767,0.3345146179199219,149.12734488145875,38.84785886613256,5.640485262923547,550.4943237304688,0.0,0.0,False,,-29.20419652713108,True,1069.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0015.png,eval_pos_0015.png,197.0,191.0,2.0,0.044322967529296875,0.22067303554522766,0.0068206787109375,216.0106263982103,11.676301504910537,6.61010493416998,843.7345581054688,0.0,0.0,True,too_empty,,False,
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0016.png,eval_pos_0016.png,89.5824,49.0,4.0,0.35295867919921875,0.9843395369950068,0.4064598083496094,140.11662959521732,50.863385316336796,6.70263009807149,1242.0240478515625,0.0,0.0,False,,-13.660825636546004,True,552.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0017.png,eval_pos_0017.png,99.7912,77.0,2.0,0.3052635192871094,0.905452182497532,0.3255462646484375,147.80662057651745,52.50800910477699,6.249967178207841,1030.5013427734375,0.0,0.0,False,,-57.59959158873153,False,
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0018.png,eval_pos_0018.png,106.8956,93.0,1.0,0.499114990234375,0.9437863038826048,0.4905853271484375,148.70478367702404,37.79515075861241,6.553995578406008,547.9613037109375,0.0,0.0,False,,-36.20368586975558,True,1255.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0019.png,eval_pos_0019.png,24.7912,2.0,2.0,0.7498779296875,0.9970342259482338,0.7610244750976562,104.28297526792248,56.81514112665493,7.344749854167266,1848.9937744140625,0.0,0.0,False,,-9.708822604622306,True,307.0
positive,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/04_sd21_lora/generated_images/final/positive/eval_pos_0020.png,eval_pos_0020.png,30.7912,8.0,2.0,0.6119918823242188,0.9968272766938852,0.6173210144042969,115.12392246040525,58.019272536863376,7.1629867447900635,1725.834228515625,0.0,0.0,False,,-8.940195809775886,True,239.0
