epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.550330638885498,0.5669836401939392,0.8246992230415344,0.5496736764907837,0.556943416595459,0.6247139573097229,0.5476629734039307,0.6784257292747498,0.16788321733474731,0.31506848335266113
1,0.5720058679580688,0.5987555980682373,0.7636085748672485,0.570911705493927,0.5797207951545715,0.6132723093032837,0.5249887108802795,0.6805488467216492,0.14179104566574097,0.2602739632129669
2,0.5966201424598694,0.6325307488441467,0.7274757623672485,0.5961960554122925,0.5988243818283081,0.5789473652839661,0.5346981287002563,0.7828869223594666,0.17159762978553772,0.39726027846336365
3,0.6113151907920837,0.6511881947517395,0.7039309144020081,0.6089144349098206,0.6223365068435669,0.535469114780426,0.49431732296943665,0.7603291273117065,0.13483145833015442,0.3287671208381653
4,0.5951506495475769,0.6423321962356567,0.7018759250640869,0.5902438759803772,0.6223365068435669,0.5835240483283997,0.548923671245575,0.7251978516578674,0.1955307275056839,0.4794520437717438
5,0.6216017603874207,0.675836443901062,0.6771202683448792,0.6223207712173462,0.6186627745628357,0.7574370503425598,0.5362035036087036,0.5653675198554993,0.1764705926179886,0.12328767031431198
6,0.6149889826774597,0.665192723274231,0.6846104264259338,0.6104446053504944,0.6355620622634888,0.6887871623039246,0.5525177121162415,0.6038745045661926,0.2110091745853424,0.31506848335266113
7,0.6315209269523621,0.678398072719574,0.6753718256950378,0.6224350333213806,0.6686260104179382,0.7208238244056702,0.5525928735733032,0.5740859508514404,0.15492957830429077,0.15068493783473969
8,0.6348273158073425,0.6908422112464905,0.6638539433479309,0.6278745532035828,0.6620132327079773,0.44393593072891235,0.529975175857544,0.9567184448242188,0.18978102505207062,0.7123287916183472
9,0.6487876772880554,0.7046607732772827,0.6566128134727478,0.638984203338623,0.6840558648109436,0.5057207942008972,0.5786730647087097,0.8442440629005432,0.19574467837810516,0.6301369667053223
10,0.645481288433075,0.69921875,0.6611248254776001,0.6354309320449829,0.6825863122940063,0.6590389013290405,0.5752860307693481,0.6717402338981628,0.20769231021404266,0.36986300349235535
11,0.6432769894599915,0.7037888765335083,0.655526340007782,0.6390870213508606,0.6583394408226013,0.6864988803863525,0.572369396686554,0.6136189699172974,0.2142857164144516,0.3287671208381653
12,0.6484202742576599,0.705157995223999,0.6537607908248901,0.6387362480163574,0.6833210587501526,0.5972539782524109,0.5415286421775818,0.7125019431114197,0.19161677360534668,0.4383561611175537
13,0.6388684511184692,0.7004538774490356,0.6590830087661743,0.6330986022949219,0.6605437397956848,0.6887871623039246,0.5369373559951782,0.6076427698135376,0.1538461595773697,0.19178082048892975
14,0.641807496547699,0.7053302526473999,0.6557551622390747,0.6366855502128601,0.6605437397956848,0.6270022988319397,0.5760010480880737,0.7042346000671387,0.20394736528396606,0.42465752363204956
15,0.6517266631126404,0.7077072262763977,0.6545243263244629,0.6465578675270081,0.6693607568740845,0.44622424244880676,0.5400233268737793,0.9615038633346558,0.1858736127614975,0.6849315166473389
16,0.6576046943664551,0.7137002348899841,0.6520370244979858,0.6505263447761536,0.6811168193817139,0.551487386226654,0.5799148678779602,0.789154052734375,0.20000000298023224,0.5616438388824463
17,0.6583394408226013,0.7213806509971619,0.6457815766334534,0.6479066610336304,0.6936076283454895,0.5789473652839661,0.5719178318977356,0.738456130027771,0.2032085508108139,0.5205479264259338
18,0.66972815990448,0.728902280330658,0.6408358812332153,0.6586538553237915,0.7046289443969727,0.5858123302459717,0.5734231472015381,0.7757201790809631,0.2032967060804367,0.5068492889404297
19,0.6576046943664551,0.7191480398178101,0.6490159034729004,0.6511628031730652,0.6789125800132751,0.5057207942008972,0.5658211708068848,0.9020567536354065,0.2033195048570633,0.6712328791618347
20,0.6542983055114746,0.7181810736656189,0.6480230093002319,0.6478873491287231,0.6759735345840454,0.5331807732582092,0.5595740079879761,0.859711766242981,0.1953488439321518,0.5753424763679504
21,0.6550330519676208,0.7202487587928772,0.6501510739326477,0.6517985463142395,0.6656870245933533,0.551487386226654,0.5505231618881226,0.8105814456939697,0.2028985470533371,0.5753424763679504
22,0.6855253577232361,0.7378402948379517,0.6376013159751892,0.6769446134567261,0.7097722291946411,0.7505720853805542,0.5356578826904297,0.5926288962364197,0.14000000059604645,0.09589041024446487
23,0.6711976528167725,0.7326139211654663,0.6432514190673828,0.6589359045028687,0.7097722291946411,0.5606407523155212,0.543617308139801,0.8177089095115662,0.2068965584039688,0.5753424763679504
